,Ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,coinMarketCapLink,regularMarketPrice,preMarketPrice,logo_url,fax,trailingPE,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid
226,HPK,76102,Energy,30.0,"HighPeak Energy, Inc., an independent oil and natural gas company, engages in the acquisition, exploration, development, and production of oil, natural gas, and natural gas liquids reserves in the Midland Basin in West Texas. As of December 31, 2021, the company had approximately 64,213 MBoe of proved reserves. HighPeak Energy, Inc. was incorporated in 2019 and is headquartered in Fort Worth, Texas.",Fort Worth,817 850 9200,TX,United States,[],https://www.highpeakenergy.com,1,421 West 3rd Street,Oil & Gas E&P,0.773,0.24129999,0.84988,247920992.0,3.173,0.57362,339963008.0,40.0,buy,184325000.0,-471128640.0,45.0,21.27,10.141,0.536,0.13401,2.0,45.0,54.324,0.15224,50.0,22417000.0,489123008.0,439793984.0,0.205,USD,4.554,0.414,2.0,NGM,"HighPeak Energy, Inc.","HighPeak Energy, Inc.",America/New_York,EDT,False,-14400000,EQUITY,HPK,finmb_645795910,us_market,,6.344,,8.207,0.96671295,,6.99,,113160000.0,,,,8.243,1227082.0,0.0108,,1640908800.0,0.06549,97023000.0,0.96,0.025,-0.18622762,2.5803714,0.87672997,1703980800.0,,1656547200.0,5.33,1661904000.0,13482943.0,0.710517,2789957632.0,2,,,,,1659052800.0,,12.505,5.47282,1664496000.0,,,3.0429187,,0.0515,920468.0,0.0,,,20.88,21.22,23.99045,0.0047892723,0.1042,,21.67,,151390,20.88,23.4884,0.1,21.22,,151390,,,0.1,1667174400.0,,,20.74,USD,132823,,,,2406913280.0,,,210659,20.74,0.0,900,132823,38.21,,,10.59,0.0,False,0.0047,800,21.67,,21.27,,https://logo.clearbit.com/highpeakenergy.com,,22.156252,Suite 1000,,,,
227,HQY,84020,Healthcare,3688.0,"HealthEquity, Inc. provides technology-enabled services platforms to consumers and employers in the United States. The company offers cloud-based platforms for individuals to make health saving and spending decisions, pay healthcare bills, compare treatment options and prices, receive personalized benefit and clinical information, earn wellness incentives, grow their savings, and make investment choices; and health savings accounts. It also provides mutual fund investment platform; and online-only automated investment advisory services through Advisor, a Web-based tool. In addition, the company offers flexible spending accounts; health reimbursement arrangements; and Consolidated Omnibus Budget Reconciliation Act continuation services, as well as administers pre-tax commuter benefit programs. It serves clients through a direct sales force; benefits brokers and advisors; and a network of health plans, benefits administrators, benefits brokers and consultants, and retirement plan record-keepers. The company was incorporated in 2002 and is headquartered in Draper, Utah.",Draper,801 727 1000,UT,United States,[],https://www.healthequity.com,1,15 West Scenic Pointe Drive,Health Information Services,0.21618,-0.07817,0.55039,120055000.0,0.09,0.024260001,171882000.0,64.0,buy,423706000.0,-12110000.0,80.0,72.44,,2.459,0.00387,13.0,79.69,53.729,-0.033350002,100.0,176886000.0,1001992000.0,795072000.0,2.093,USD,9.472,2.13,1.8,NMS,"HealthEquity, Inc.","HealthEquity, Inc.",America/New_York,EDT,False,-14400000,EQUITY,HQY,finmb_11129585,us_market,,8.59,,39.733,0.109001875,,1.71,,84530704.0,,,,22.063,4311133.0,0.051,,1643587200.0,1.02247,-62149000.0,-0.661,,-0.18622762,3.2833252,0.01997,1706659200.0,,1659225600.0,4.74,1661904000.0,82909428.0,0.831982,6829323776.0,2,,,,,,,,7.701698,1664496000.0,2.42,,42.36257,,0.0584,3622193.0,0.0,,,71.03,72.23,60.85685,0.0,0.0,,73.69,,806740,71.03,66.5928,0.0,72.23,,806740,,,,,,,71.44,USD,643705,,,,6123404288.0,,,726515,71.44,0.0,900,643705,74.04,,,36.805,0.0,False,,900,73.69,,72.44,,https://logo.clearbit.com/healthequity.com,,,Suite 100,,,,
228,HRMY,19462,Healthcare,180.0,"Harmony Biosciences Holdings, Inc., a commercial-stage pharmaceutical company, develops and commercializes therapies for patients with rare neurological disorders in the United States. Its product, WAKIX is a medication for the treatment of excessive daytime sleepiness in adult patients with narcolepsy. The company was formerly known as Harmony Biosciences II, Inc. and changed its name to Harmony Biosciences Holdings, Inc. in February 2020. Harmony Biosciences Holdings, Inc. was incorporated in 2017 and is based in Plymouth Meeting, Pennsylvania.",Plymouth Meeting,484 539 9800,PA,United States,[],https://www.harmonybiosciences.com,1,630 West Germantown Pike,Biotechnology,0.36218,0.14708,0.8193,114879000.0,0.43,0.30371,119911000.0,56.0,buy,249922000.0,48841876.0,59.0,49.46,1.696,4.958,0.15686,8.0,59.63,91.117,0.3021,64.0,224499008.0,195448992.0,331079008.0,3.802,USD,5.705,4.646,1.9,NGM,"Harmony Biosciences Holdings, I","Harmony Biosciences Holdings, Inc.",America/New_York,EDT,False,-14400000,EQUITY,HRMY,finmb_679038073,us_market,,8.96,,24.739,,,2.27,,58471500.0,,,,2.602,4675511.0,0.0792,,1640908800.0,0.8622,48696000.0,0.196,,,19.008455,0.20114,1703980800.0,,1648684800.0,8.65,1655251200.0,29888442.0,0.397284,2966466560.0,2,,,,,,,1.909,8.032487,1657843200.0,,,17.92029,,0.16440001,4125666.0,,,,51.07,51.69,45.054577,0.0,0.0,,52.515,,458900,51.07,46.6354,0.0,51.69,,458900,,,,,,,49.09,USD,448424,,,,2926122752.0,,,540095,49.09,0.0,800,448424,57.13,,,31.538,0.0,False,,1000,52.515,,49.46,,https://logo.clearbit.com/harmonybiosciences.com,,49.959595,Suite 215,,,,
229,HSIC,11747,Healthcare,22000.0,"Henry Schein, Inc. provides health care products and services to dental practitioners and laboratories, physician practices, government, institutional health care clinics, and other alternate care clinics worldwide. It operates through two segments, Health Care Distribution, and Technology and Value-Added Services. The Health Care Distribution segment offers dental products, including infection-control products, handpieces, preventatives, impression materials, composites, anesthetics, teeth, dental implants, gypsum, acrylics, articulators, abrasives, dental chairs, delivery units and lights, X-ray supplies and equipment, personal protective equipment, and high-tech and digital restoration equipment, as well as equipment repair services. This segment also provides medical products comprising branded and generic pharmaceuticals, vaccines, surgical products, diagnostic tests, infection-control products, X-ray products, equipment, and vitamins. The Technology and Value-Added Services segment offers software, technology, and other value-added services that include practice management software systems for dental and medical practitioners. This segment also provides value-added practice solutions, which comprise financial services on a non-recourse basis, e-services, practice technology, network, and hardware services, as well as continuing education services for practitioners, and consulting and other services. Henry Schein, Inc. was founded in 1932 and is headquartered in Melville, New York.",Melville,631 843 5500,NY,United States,[],https://www.henryschein.com,1,135 Duryea Road,Medical Distribution,0.08545,0.05113,0.29944,737580032.0,0.021,0.06827,1086736000.0,70.0,hold,3672251000.0,597763968.0,80.0,67.7,0.055,1.825,0.06598,11.0,81.55,25.099,0.14315,99.0,108000000.0,1208000000.0,12718020608.0,0.793,USD,92.097,0.731,2.9,NMS,"Henry Schein, Inc.","Henry Schein, Inc.",America/New_York,EDT,False,-14400000,EQUITY,HSIC,finmb_339447,us_market,,0.907,,10.613,-0.12032223,,5.12,,136115008.0,,,,26.341,4515751.0,0.0332,,1640390400.0,0.97910005,650232000.0,4.71,,-0.18622762,2.5701377,0.01026,1703462400.0,,1656115200.0,5.86,1661904000.0,134565758.0,0.757921,11533968384.0,2,,1549584000.0,1275:1000,,,,0.026,0.7245613,1664496000.0,1.74,,13.222656,,0.0377,3969240.0,0.0,,,66.89,67.0,79.12975,0.0,0.0,,67.96,,825820,66.89,71.6492,0.0,67.0,,825820,,,,,,,66.9,USD,769747,,,,9214985216.0,,,801428,66.9,0.0,800,769747,92.68,,,64.75,0.0,False,,800,67.96,,67.7,,https://logo.clearbit.com/henryschein.com,,14.3736725,,,,,
230,HST,20817,Real Estate,160.0,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels. The Company currently owns 74 properties in the United States and five properties internationally totaling approximately 46,100 rooms. The Company also holds non-controlling interests in six domestic and one international joint ventures. Guided by a disciplined approach to capital allocation and aggressive asset management, the Company partners with premium brands such as Marriott®, Ritz-Carlton®, Westin®, Sheraton®, W®, St. Regis®, The Luxury Collection®, Hyatt®, Fairmont®, Hilton®, Swissôtel®, ibis® and Novotel®, as well as independent brands. For additional information, please visit the Company's website at www.hosthotels.com.",Bethesda,240-744-1000,MD,United States,[],https://www.hosthotels.com,1,4747 Bethesda Avenue,REIT—Hotel & Motel,0.27827,0.13332,0.30107,1040000000.0,1.052,0.122379996,1196000000.0,18.0,buy,644000000.0,834875008.0,22.0,17.38,,7.699,0.02646,17.0,22.18,68.884,0.08732,26.0,699000000.0,4784000000.0,4297999872.0,0.978,USD,6.017,7.637,2.1,NMS,Host Hotels,"Host Hotels & Resorts, Inc.",America/New_York,EDT,False,-14400000,EQUITY,HST,finmb_29574,us_market,,3.786,,13.604,0.048250914,,0.89,,714892992.0,,,,9.48,27548696.0,0.0385,,1640908800.0,1.04706,573000000.0,0.8,0.12,-0.18622762,1.8333334,0.0115600005,1703980800.0,,1656547200.0,3.04,1661904000.0,706857228.0,1.221444,16270345216.0,2,,1257292800.0,10215:10000,,1664409600.0,,,2.932974,1664496000.0,0.76,,19.52809,,0.0538,21824072.0,0.0,,,16.81,17.38,18.08545,0.0053539565,0.1125,,17.529,,8644110,16.81,17.5924,0.09,17.38,,8644110,,,0.48,1664409600.0,,,17.21,USD,6023607,,,,12605922304.0,,,7920935,17.21,0.0,4000,6023607,21.63,,,15.1,0.0,False,0.028499998,800,17.529,,17.38,16.86,https://logo.clearbit.com/hosthotels.com,,21.724998,Suite 1300,,,,
231,HTZ,33928,Industrials,23000.0,"Hertz Global Holdings, Inc. operates as a vehicle rental company. It operates through two segments, Americas Rental Car and International Rental Car. The company provides vehicle rental services under the Hertz, Dollar, and Thrifty brands from company-owned, licensee, and franchisee locations in the United States, Africa, Asia, Australia, Canada, the Caribbean, Europe, Latin America, the Middle East, and New Zealand. It also sells vehicles; and operates the Firefly vehicle rental brand and Hertz 24/7 car sharing business in international markets. Hertz Global Holdings, Inc. was founded in 1918 and is headquartered in Estero, Florida.",Estero,239 301 7000,FL,United States,[],https://www.hertz.com,1,8501 Williams Road,Rental & Leasing Services,0.34362,0.20542999,0.44567,2670000128.0,0.251,0.32429,2862000128.0,19.0,buy,2935000000.0,-2216624896.0,30.0,17.19,,1.669,0.082200006,4.0,28.25,545.438,0.43892,34.0,1140000000.0,14885000192.0,8328999936.0,3.164,USD,18.78,0.972,2.2,NMS,"Hertz Global Holdings, Inc","Hertz Global Holdings, Inc.",America/New_York,EDT,False,-14400000,EQUITY,HTZ,finmb_30396158,us_market,,2.394,,6.967,-0.236,,2.52,,360326016.0,,,,7.408,26440725.0,0.0734,,1640908800.0,0.99044,1260999936.0,1.56,,-0.18622762,2.3204644,0.01,1703980800.0,,1656547200.0,6.36,1661904000.0,178383030.0,,19939004416.0,2,,,,,,,,0.74366724,1664496000.0,-0.24,,6.821429,,0.1481,27538947.0,0.0,,,16.58,16.96,19.6848,0.0,0.0,,17.445,,4136040,16.58,18.5606,0.0,16.96,,4136040,,,,,,,16.91,USD,3366702,,,,6194004480.0,,,4246548,16.91,0.0,1400,3366702,46.0,,,15.0,15.0,False,,1200,17.445,,17.19,,https://logo.clearbit.com/hertz.com,,11.019232,,,,,
232,HUBG,60523-8809,Industrials,4700.0,"Hub Group, Inc., a supply chain solutions provider, offers transportation and logistics management services in North America. The company's transportation services include intermodal, truckload, less-than-truckload, flatbed, temperature-controlled, and dedicated and regional trucking, as well as final mile, railcar, small parcel, and international transportation. Its logistics services comprise full outsource logistics solution, transportation management, freight consolidation, warehousing and fulfillment, final mile delivery, and parcel and international services. The company also provides dry van, expedited, less-than-truckload, refrigerated, and flatbed truck brokerage services. It offers a fleet of approximately 1,000 tractors and 4,600 trailers to its customers, as well as the driver staffing, management, and infrastructure. The company serves a range of industries, including retail, consumer products, and durable goods. As of December 31, 2021, it owned approximately 43,750 dry, 53-foot containers, as well as 450 refrigerated, 53-foot containers; and leased approximately 250 dry, 53-foot containers. The company was founded in 1971 and is headquartered in Oak Brook, Illinois.",Oak Brook,630 271 3600,IL,United States,[],https://www.hubgroup.com,1,2000 Clearwater Drive,Integrated Freight & Logistics,0.113249995,0.06321,0.16541,279651008.0,0.428,0.085719995,569772032.0,74.0,buy,599640000.0,78732872.0,91.0,73.41,2.885,1.557,0.11079001,16.0,92.94,21.995,0.23191999,121.0,298476000.0,337664000.0,5031090176.0,8.614,USD,149.976,1.525,2.2,NMS,"Hub Group, Inc.","Hub Group, Inc.",America/New_York,EDT,False,-14400000,EQUITY,HUBG,finmb_347555,us_market,,0.513,,4.533,0.0013641119,,7.47,,33988500.0,,,,44.315,1219657.0,0.0352,,1640908800.0,0.98273003,318000992.0,9.56,,-0.18622762,1.6565498,0.02082,1703980800.0,,1656547200.0,4.48,1661904000.0,33127886.0,0.924097,2582902272.0,2,,1149638400.0,2:1,,,,2.868,0.50559926,1664496000.0,0.33,,9.82731,,0.0525,1108606.0,0.0,,,71.93,73.2,75.299,0.0,0.0,,74.155,,196350,71.93,77.0354,0.0,73.2,,196350,,,,,,,72.69,USD,174868,,,,2543715328.0,,,232435,72.69,0.0,800,174868,89.62,,,60.81,0.0,False,,800,74.155,,73.41,,https://logo.clearbit.com/hubgroup.com,630 964 6475,7.67887,,,,,
233,HWC,39501,Financial Services,3594.0,"Hancock Whitney Corporation operates as the financial holding company for Hancock Whitney Bank that provides traditional and online banking services to commercial, small business, and retail customers. It accepts various deposit products, including noninterest-bearing demand deposits, interest-bearing transaction accounts, savings accounts, money market deposit accounts, and time deposit accounts. The company also offers loans products comprising commercial and industrial loans; commercial real estate loans; construction and land development loans; residential mortgages; consumer loans comprising second lien mortgage home loans, home equity lines of credit, and nonresidential consumer purpose loans; revolving credit facilities; and letters of credit and financial guarantees. In addition, it offers investment brokerage and treasury management services, and annuity and life insurance products; and trust and investment management services to retirement plans, corporations, and individuals. Further, the company facilitates investments in new market tax credit activities; and holds various foreclosed assets. The company operates 177 banking locations and 239 automated teller machines primarily in the Gulf south corridor, including southern and central Mississippi; southern and central Alabama; southern, central, and northwest Louisiana; the northern, central, and panhandle regions of Florida; and certain areas of east Texas, including Houston, Beaumont, Dallas, and San Antonio. It also operates a loan production office in Tennessee; and a trust and asset management office in Texas. The company was formerly known as Hancock Holding Company and changed its name to Hancock Whitney Corporation in May 2018. Hancock Whitney Corporation was founded in 1899 and is headquartered in Gulfport, Mississippi.",Gulfport,228 868 4000,MS,United States,[],https://www.hancockwhitney.com,1,Hancock Whitney Plaza,Banks—Regional,0.0,0.37267,0.0,704958016.0,-0.014,0.47377,,55.0,buy,1371463000.0,,58.0,50.35,0.38,,0.01469,9.0,58.0,,0.14819999,60.0,1648263040.0,1107325952.0,1374516992.0,19.229,USD,15.87,,1.8,NMS,Hancock Whitney Corporation,Hancock Whitney Corporation,America/New_York,EDT,False,-14400000,EQUITY,HWC,finmb_318929,us_market,,2.746,,,0.055555582,,5.93,,85715904.0,,,,39.08,1763629.0,0.020599999,,1640908800.0,0.81036,503572992.0,5.8,0.27,-0.18622762,1.2883826,0.0100300005,1703980800.0,,1656547200.0,3.62,1661904000.0,84840767.0,1.332719,3774860032.0,2,,1079654400.0,2:1,,1662076800.0,,0.369,3.1398633,1664496000.0,1.04,,8.4907255,,0.0269,1893554.0,0.0,,,48.9,49.89,49.7601,0.02208589,0.18620001,,50.54,,452160,48.9,49.064,1.08,49.89,,452160,,,1.08,1662076800.0,,,49.675,USD,508652,,,,4315795456.0,,,413146,49.675,0.0,1100,508652,59.82,,2.78,41.62,0.0,False,0.0214,800,50.54,,50.35,,https://logo.clearbit.com/hancockwhitney.com,,8.681034,2510 14th Street,,,,
234,IAC,10011,Communication Services,13200.0,"IAC/InterActiveCorp operates as a media and internet company worldwide. The company publishes original and engaging digital content in the form of articles, illustrations, and videos and images across entertainment, food, home, beauty, travel, health, family, luxury, and fashion areas; and magazines related to women and lifestyle. It also operates a digital marketplace that connects home service professionals with consumers for repairing, remodeling, cleaning, landscaping, maintenance, and enhancement services under the Angi Ads, Angi Leads, and Angi Services brands. In addition, the company operates websites that offer general search services and information, including Ask.com, a search site with a variety of fresh and contemporary content; Reference.com that offers content across select vertical categories; Consumersearch.com, which offers content designed to simplify the product research process; and Shopping.net, a vertical shopping search site that contains a mix of search services and/or content targeted to various user or segment demographics, as well as offers direct-to-consumer downloadable desktop applications. Further, it offers Care.com, an online destination for families to connect with caregivers for their children, aging parents, pets, and homes; develops and provides subscription mobile applications across the communication, language, weather, business, health, and lifestyle verticals; a technology driven staffing platform for flexible W-2 work under the Bluecrew name; a platform to connect healthcare professionals with job opportunities under the Vivian Health name; The Daily Beast, a website dedicated to news, commentary, culture, and entertainment that publishes original reporting and opinion; and production and producer services for feature films for sale and distribution through theatrical releases and video-on-demand services. The company was formerly known as IAC HOLDINGS, INC. IAC/InterActiveCorp is headquartered in New York, New York.",New York,212 314 7300,NY,United States,[],https://www.iac.com,1,555 West 18Th Street,Internet Content & Information,0.01929,-0.21613,0.61293,-65990000.0,0.643,-0.03429,92028000.0,75.0,buy,2394362000.0,391114752.0,120.5,49.58,,2.084,-0.01021,12.0,116.67,41.035,-0.1453,155.0,1826516992.0,2729867008.0,4771436032.0,20.479,USD,55.103,1.872,1.9,NMS,IAC Inc.,IAC Inc.,America/New_York,EDT,False,-14400000,EQUITY,IAC,finmb_654692030,us_market,,1.214,,62.951,-0.6658579,,-0.73,,83398896.0,,,,67.166,2299128.0,0.025799999,,1640908800.0,0.91132003,-1033841024.0,0.27,0.074071,-0.18622762,0.7381711,0.05627,1703980800.0,,1656547200.0,2.66,1661904000.0,78787277.0,1.083187,5793222656.0,2,,1621900800.0,1503:1000,,1447113600.0,,,0.9267569,1664496000.0,0.22,,-67.91781,,0.0286,1970525.0,0.0,,,47.4,48.98,88.8585,0.0,0.0,,50.09,,1291300,47.4,62.482,0.0,48.98,,1291300,,,,,,,48.3,USD,1366415,,,,4421961216.0,,,832103,48.3,0.0,1800,1366415,158.81,,,43.895,0.0,False,,1400,50.09,,49.58,,https://logo.clearbit.com/iac.com,,183.62962,,,,,
235,IART,08540,Healthcare,3800.0,"Integra LifeSciences Holdings Corporation develops, manufactures, and markets surgical implants and medical instruments for use in neurosurgery, extremity reconstruction, and general surgery. It operates in two segments, Codman Specialty Surgical and Tissue Technologies. The company offers neurosurgery and neuro critical care products, including tissue ablation equipment, dural repair products, cerebral spinal fluid management devices, intracranial monitoring equipment, and cranial stabilization equipment; and surgical headlamps and instrumentation, as well as asset management software and support, and after-market services. It also sells approximately 40,000 instrument patterns, and surgical and lighting products to hospitals and surgery centers, as well as dental, podiatry, and veterinary offices. In addition, the company provides regenerative technology products for the treatment of acute and chronic wounds; and surgical tissue repair products for hernia repair, peripheral nerve repair and protection, and tendon repair. Further, it offers skin and wound repair, plastics and surgical reconstruction products, bone grafts, and nerve and tendon repair products. The company offers its products directly through various sales forces and other distribution channels to the hospitals, integrated health networks, group purchasing organizations, clinicians, surgery centers, and health care providers in the United States, Europe, Asia Pacific, and internationally. Integra LifeSciences Holdings Corporation was incorporated in 1989 and is headquartered in Princeton, New Jersey.",Princeton,609 275 0500,NJ,United States,[],https://www.integralife.com,1,1100 Campus Road,Medical Devices,0.25805,0.10614,0.63583,262878000.0,0.02,0.18133,404316992.0,46.0,hold,976974000.0,185931632.0,50.0,43.95,0.313,3.848,0.04757,9.0,57.67,103.406,0.10278,85.0,451520992.0,1717483008.0,1566838016.0,5.407,USD,18.63,2.366,2.8,NMS,Integra LifeSciences Holdings C,Integra LifeSciences Holdings Corporation,America/New_York,EDT,False,-14400000,EQUITY,IART,finmb_30012,us_market,,3.15,,12.208,-0.36016887,,3.49,,83504496.0,,,,19.889,3987844.0,0.0478,,1640908800.0,0.88932,166302000.0,2.05,,-0.18622762,2.2097642,0.1301,1703980800.0,,1656547200.0,7.6,1661904000.0,72494406.0,1.129329,4935983616.0,2,,1483488000.0,2:1,,,,0.277,2.3423114,1664496000.0,1.93,,12.593123,,0.0636,3952657.0,0.0,,,42.17,42.57,58.1472,0.0,0.0,,44.0825,,735820,42.17,47.851,0.0,42.57,,735820,,,,,,,42.25,USD,411971,,,,3670022656.0,,,514915,42.25,0.0,900,411971,74.98,,,40.67,0.0,False,,3000,44.0825,,43.95,,https://logo.clearbit.com/integralife.com,609 750 4277,21.439026,,,,,
236,IBKR,06830,Financial Services,2780.0,"Interactive Brokers Group, Inc. operates as an automated electronic broker worldwide. The company specializes in executing, clearing, and settling trades in stocks, options, futures, foreign exchange instruments, bonds, mutual funds, exchange traded funds (ETFs), metals, and cryptocurrencies. It also custodies and services accounts for hedge and mutual funds, ETFs, registered investment advisors, proprietary trading groups, introducing brokers, and individual investors. In addition, it offers custody, prime brokerage, securities, and margin lending services. The company serves institutional and individual customers through approximately 150 electronic exchanges and market centers. Interactive Brokers Group, Inc. was founded in 1977 and is headquartered in Greenwich, Connecticut.",Greenwich,203 618 5800,CT,United States,[],https://www.interactivebrokers.com,1,One Pickwick Plaza,Capital Markets,0.0,0.10304,0.87991995,2422000128.0,-0.071,0.59675,,82.0,buy,2482000000.0,,86.0,68.71,-0.28,1.098,0.011670001,7.0,92.14,102.726,0.12372,120.0,67819999232.0,10890999808.0,2464999936.0,659.445,USD,25.179,1.098,1.6,NMS,"Interactive Brokers Group, Inc.","Interactive Brokers Group, Inc.",America/New_York,EDT,False,-14400000,EQUITY,IBKR,finmb_4185357,us_market,,-16.951,,,-0.06808627,,4.95,,90820000.0,,,,25.351,3340827.0,0.0325,,1640908800.0,0.86074996,254000000.0,2.837,0.1,-0.18622762,2.7103467,0.03442,1703980800.0,,1656547200.0,2.68,1661904000.0,88717450.0,0.672439,-41784582144.0,2,,,,,1661904000.0,,-0.217,11.617983,1664496000.0,0.91,,13.880809,,0.0344,1924546.0,416800000.0,,,68.42,69.92,63.6388,0.005846244,0.15810001,,70.41,,1230070,68.42,65.5668,0.4,69.92,,1230070,,,0.4,1661904000.0,,,68.025,USD,1217122,,,,28638326784.0,,,1123615,68.025,0.0,1100,1217122,82.83,,0.7,52.18,0.0,False,0.0058,1400,70.41,,68.71,69.62,https://logo.clearbit.com/interactivebrokers.com,,24.219246,,,,,
237,IBOC,78042-1359,Financial Services,2101.0,"International Bancshares Corporation, a financial holding company, provides commercial and retail banking services. It accepts checking and saving deposits; and offers commercial, real estate, personal, home improvement, automobile, and other installment and term loans. The company also provides international banking services, including letters of credit, commercial and industrial loans, and foreign exchange services. In addition, it offers other banking related services, such as credit cards, safety deposit boxes, collection, notary public, escrow, drive up and walk up facilities, and other customary banking services; and Internet banking services, as well as securities products through third party providers. As of February 28, 2022, the company had 170 branch facilities and 263 ATMs serving 76 communities in Texas and Oklahoma. International Bancshares Corporation was founded in 1966 and is headquartered in Laredo, Texas.",Laredo,956 722 7611,TX,United States,[],https://www.ibc.com,1,1200 San Bernardo Avenue,Banks—Regional,0.0,0.40767,0.0,293064992.0,-0.243,0.52612996,,,none,585643000.0,,,46.88,-0.366,,0.014090001,,,,0.101569995,,3416716032.0,1084051968.0,546003968.0,54.894,USD,8.631,,,NMS,International Bancshares Corpor,International Bancshares Corporation,America/New_York,EDT,False,-14400000,EQUITY,IBOC,finmb_375163,us_market,,1.072,,,0.13018322,,,,62242100.0,,,,33.623,1081312.0,0.0174,,1640908800.0,0.69573,222588992.0,3.51,0.6,-0.18622762,1.3942837,0.14856,1703980800.0,,1656547200.0,3.27,1661904000.0,55440306.0,0.984156,585246848.0,2,,1179360000.0,11:10,,1660521600.0,,-0.37,5.344118,1664496000.0,,,,,0.0233,826085.0,0.0,,,45.97,46.71,42.2652,0.02610398,0.3419,,47.16,,235390,45.97,43.5576,1.2,46.71,,235390,,,1.2,1660521600.0,,,46.19,USD,245331,,,,2917909760.0,,,259015,46.19,0.0,1200,245331,47.19,,2.55,38.0,0.0,False,0.0256,900,47.16,,46.88,,https://logo.clearbit.com/ibc.com,,13.356126,,,,,
